,ipv4,countries_from_geoip2,provinces_from_geoip2,city_from_geoip2,latitude_from_geoip2,longitude_from_geoip2,status_from_ipapi,country_from_ipapi,countryCode_from_ipapi,region_from_ipapi,regionName_from_ipapi,city_from_ipapi,zip_from_ipapi,lat_from_ipapi,lon_from_ipapi,timezone_from_ipapi,isp_from_ipapi,org_from_ipapi,as_from_ipapi
411,194.4.57.236,哈萨克斯坦,,,48.0,68.0,success,Kazakhstan,KZ,KAR,Karaganda,Karaganda,100000,49.8172,73.0945,Asia/Almaty,"LLP ""Kompaniya Hoster.KZ""","TOO ""Kompaniya Hoster.KZ""",AS202958 LLP Kompaniya Hoster.KZ
412,140.143.186.138,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
413,139.59.44.215,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
414,206.189.189.7,美国,新泽西州,North Bergen,40.793,-74.0247,success,United States,US,NJ,New Jersey,North Bergen,07047,40.793,-74.0247,America/New_York,DigitalOcean,Culligan International Company,"AS14061 DigitalOcean, LLC"
415,123.58.38.11,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.533,113.93,Asia/Macau,China Unicom Shenzen network,"Beijing CNISP Technology Co., Ltd",AS4816 China Telecom (Group)
416,185.36.81.52,立陶宛,Kaunas,考那斯,54.9,23.9,success,Lithuania,LT,KU,Kaunas,Kaunas,44001,54.9038,23.8924,Europe/Vilnius,Tele Asia Limited,UAB Host Baltic,AS133398 Tele Asia Limited
417,139.155.15.210,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
418,42.194.198.187,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
419,38.91.102.36,美国,华盛顿州,Seattle,47.4902,-122.3004,success,United States,US,WA,Washington,Seattle,98111,47.6034,-122.3414,America/Los_Angeles,Cogent Communications,Globaltelehost Corp,AS63023 GTHost
420,72.197.68.161,美国,加利福尼亚州,Oceanside,33.2421,-117.3045,success,United States,US,CA,California,Oceanside,92057,33.2421,-117.3045,America/Los_Angeles,Cox Communications Inc.,Cox Communications,AS22773 Cox Communications Inc.
421,139.59.8.10,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
422,194.165.16.44,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
423,43.128.67.22,澳大利亚,,,-33.494,143.2104,success,Singapore,SG,,,Singapore,,1.35208,103.82,Asia/Singapore,Shenzhen Tencent Computer Systems Company Limited,Tencent Cloud Computing,"AS132203 Tencent Building, Kejizhongyi Avenue"
424,45.146.165.151,英国,英格兰,伦敦,51.5428,-0.1978,success,Russia,RU,MOW,Moscow,Moscow,144700,55.7483,37.6171,Europe/Moscow,HOSTWAY,Starcrecium Limited,AS49505 OOO Network of data-centers Selectel
425,169.45.169.116,美国,,,37.751,-97.822,success,United States,US,TX,Texas,Dallas,75244,32.9363,-96.8231,America/Chicago,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
426,198.12.249.249,美国,,,37.751,-97.822,success,United States,US,VA,Virginia,Ashburn,20149,39.0481,-77.4728,America/New_York,"GoDaddy.com, LLC","GoDaddy.com, LLC","AS26496 GoDaddy.com, LLC"
427,101.132.243.24,中国,,,34.7725,113.7266,success,China,CN,ZJ,Zhejiang,Hangzhou,,30.2813,120.12,Asia/Shanghai,Hangzhou Alibaba Advertising Co,"Aliyun Computing Co., LTD","AS37963 Hangzhou Alibaba Advertising Co.,Ltd."
428,165.232.136.77,美国,,,37.751,-97.822,success,United States,US,CA,California,Santa Clara,95054,37.3931,-121.962,America/Los_Angeles,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
429,47.61.244.226,西班牙,Badajoz,Badajoz,38.8779,-6.9706,success,Spain,ES,MD,Madrid,Madrid,28041,40.5123,-3.67564,Europe/Madrid,Vodafone Global Enterprise Inc.,Vodafone Spain,AS12430 VODAFONE ESPANA S.A.U.
430,111.161.74.113,中国,,,34.7725,113.7266,success,China,CN,TJ,Tianjin,Shuangtang,,38.8771,116.82700000000001,Asia/Shanghai,China Unicom Tianjin Province Network,,AS4837 CHINA UNICOM China169 Backbone
431,209.141.48.144,美国,内华达州,拉斯维加斯,36.1685,-115.1164,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
432,52.188.69.174,美国,弗吉尼亚州,Washington,38.7095,-78.1539,success,United States,US,VA,Virginia,Ashburn,20149,39.0438,-77.4874,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
433,165.22.242.130,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
434,5.188.206.100,美国,,,37.751,-97.822,success,Bulgaria,BG,22,Sofia-Capital,Sofia,1000,42.6977,23.3219,Europe/Sofia,e-mail: noc@fastvps.biz,Technology Advanced Investment Limited,AS200391 KREZ 999 EOOD
435,188.166.58.179,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
436,209.141.47.246,美国,内华达州,拉斯维加斯,36.1685,-115.1164,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
437,173.167.34.57,美国,弗吉尼亚州,弗雷德里克斯堡,38.271,-77.5495,success,United States,US,VA,Virginia,Ashburn,20149,39.0438,-77.4874,America/New_York,"Comcast Cable Communications, LLC","Comcast Business Communications, LLC","AS7922 Comcast Cable Communications, LLC"
438,45.79.31.254,美国,德克萨斯州,Dallas,32.7787,-96.8217,success,United States,US,TX,Texas,Richardson,75081,32.9473,-96.7028,America/Chicago,"Linode, LLC",Linode,"AS63949 Linode, LLC"
439,210.56.23.100,巴基斯坦,Punjab,拉合尔,31.4888,74.3686,success,Pakistan,PK,PB,Punjab,Faisalabad,38000,31.4274,73.085,Asia/Karachi,PTCL ITI customer 55,,AS7590 Commission on Science and Technology for
440,84.3.59.133,匈牙利,Pest megye,Leanyfalu,47.7168,19.0916,success,Hungary,HU,BE,Bekes County,Gyula,5700,46.6539,21.2868,Europe/Budapest,Magyar Telekom,,AS5483 Magyar Telekom plc.
441,64.225.72.65,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,DigitalOcean,"Web.com, Inc.","AS14061 DigitalOcean, LLC"
442,49.235.24.60,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
443,203.110.211.91,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Guangzhou Shi,,23.379,113.76299999999999,Asia/Macau,"Xiong'an, Hebei Province, P.R.China.",Chinanet GD,"AS136197 Xiong'an, Hebei Province, P.R.China."
444,207.154.198.183,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
445,128.199.22.254,印度,卡纳塔克邦,Bengaluru,12.9719,77.5937,success,India,IN,KA,Karnataka,Bengaluru,560100,12.9634,77.5855,Asia/Kolkata,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
446,106.52.86.221,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
447,1.15.65.22,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.993,116.32700000000001,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Beijing Founder Broadband Network Technology Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
448,183.179.197.88,香港,Tuen Mun,屯门,22.4,113.9833,success,Hong Kong,HK,NTM,Tuen Mun,Tuen Mun,,22.4022,113.9866,Asia/Hong_Kong,Hong Kong Broadband Network Ltd,Hong Kong Broadband Network Ltd,AS9269 Hong Kong Broadband Network Ltd.
449,91.173.12.250,法国,North,图尔宽,50.7236,3.1616,success,France,FR,OCC,Occitanie,Cugnaux,31270,43.5382,1.3399,Europe/Paris,Free,ONLINE,AS12322 Free SAS
450,119.29.231.121,中国,,,34.7725,113.7266,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
451,93.149.12.2,意大利,Provincia di Cremona,Pandino,45.4,9.5532,success,Italy,IT,25,Lombardy,Milan,20147,45.4722,9.1922,Europe/Rome,Vodafone,,AS30722 Vodafone Italia S.p.A.
452,159.65.30.185,英国,英格兰,伦敦,51.5177,-0.6215,success,United Kingdom,GB,ENG,England,London,SL1,51.5368,-0.6718,Europe/London,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
453,60.50.99.134,马来西亚,Sabah,Kota Kinabalu,5.9479,116.0827,success,Malaysia,MY,12,Sabah,Kota Kinabalu,88450,5.9558,116.0368,Asia/Kuching,"Tmnet, Telekom Malaysia Bhd.",Adsl Streamyx,"AS4788 TM Net, Internet Service Provider"
454,111.231.52.108,中国,,,34.7725,113.7266,success,China,CN,SH,Shanghai,Shanghai,,31.0442,121.4054,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
455,183.203.204.186,中国,山西,金城,39.5591,113.1855,success,China,CN,SX,Shanxi,Taiyuan,,37.8706,112.54899999999999,Asia/Shanghai,China Mobile Communications Corporation,China Mobile Communications Corporation,AS56042 China Mobile communications corporation
456,193.169.254.220,波兰,,,52.2394,21.0362,success,Poland,PL,14,Mazovia,Warsaw,00-510,52.2297,21.0122,Europe/Warsaw,"""SPRINT"" S.A.",GigaHostingServices OU,AS197226 SPRINT S.A.
457,205.185.125.61,美国,加利福尼亚州,San Jose,37.3387,-121.8914,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
458,178.128.105.135,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,DigitalOcean,Digitalocean,"AS14061 DigitalOcean, LLC"
459,69.248.86.234,美国,新泽西州,East Brunswick,40.4306,-74.402,success,United States,US,NJ,New Jersey,East Brunswick,08816,40.4306,-74.402,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS7922 Comcast Cable Communications, LLC"
460,121.165.140.242,韩国,首尔特别市,Songpa-gu,37.5021,127.1111,success,South Korea,KR,11,Seoul,Songpa-dong,05670,37.508,127.1177,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
461,182.254.211.79,中国,广东,深圳市,22.5333,114.1333,success,China,CN,GD,Guangdong,Shenzhen,,22.5318,114.1374,Asia/Shanghai,Tencent Cloud Computing,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
462,167.71.170.71,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
463,1.15.130.77,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Haidian,,39.993,116.32700000000001,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Beijing Founder Broadband Network Technology Co., Ltd",AS45090 Shenzhen Tencent Computer Systems Company Limited
464,205.185.126.173,美国,加利福尼亚州,San Jose,37.3387,-121.8914,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
465,165.22.194.81,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
466,159.65.11.115,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
467,186.234.249.196,巴西,,,-22.8305,-43.2192,success,Brazil,BR,CE,Ceara,Fortaleza,60000-000,-3.73271,-38.527,America/Fortaleza,UOL DIVEO S.A,Universo Online S.A,AS19089 UOL DIVEO S.A.
468,172.221.31.6,美国,内华达州,Fernley,39.6012,-119.2387,success,United States,US,NV,Nevada,Fernley,89408,39.6012,-119.2387,America/Los_Angeles,Charter Communications,Spectrum,AS20115 Charter Communications
469,106.55.13.222,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
470,39.82.88.115,中国,山东省,济南市,36.6621,117.0104,success,China,CN,SD,Shandong,Qingdao,,36.2647,120.03299999999999,Asia/Shanghai,China Unicom Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
471,167.172.38.18,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
472,119.45.252.94,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Unicom Guangdong Province network,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
473,194.165.16.70,摩纳哥,,Monaco,43.7312,7.4138,success,Russia,RU,MOW,Moscow,Moscow,,55.7464,37.5365,Europe/Moscow,ADM-SERVICE,ADM Service Ltd,AS48721 ADM Service Ltd.
474,42.192.9.229,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
475,49.233.2.204,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
476,106.52.69.167,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
477,114.7.162.198,印度尼西亚,,,-6.175,106.8286,success,Indonesia,ID,JK,Jakarta,Jakarta,,-6.18014,106.821,Asia/Jakarta,PT. INDOSAT Tbk,PT. INDOSAT Tbk,AS4761 INDOSAT Internet Network Provider
478,195.154.42.43,法国,,,48.8582,2.3387,success,France,FR,IDF,Île-de-France,Paris,75008,48.8714,2.32131,Europe/Paris,Online S.A.S.,ONLINE,AS12876 ONLINE S.A.S.
479,124.126.18.130,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9285,116.385,Asia/Shanghai,China Networks Inter-Exchange,Ritele,AS4847 China Networks Inter-Exchange
480,45.249.245.101,香港,,,22.25,114.1667,success,Hong Kong,HK,HCW,Central and Western District,Hong Kong,,22.3964,114.109,Asia/Hong_Kong,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCloud (HK) Holdings Group Limited,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
481,117.111.1.178,韩国,首尔特别市,首尔特别市,37.5985,126.9783,success,South Korea,KR,11,Seoul,Seoul,02878,37.5949,126.9869,Asia/Seoul,LGTELECOM,Pubnetplus,AS17853 LGTELECOM
482,209.141.58.203,美国,内华达州,拉斯维加斯,36.1685,-115.1164,success,United States,US,NV,Nevada,Las Vegas,89101,36.1697,-115.1236,America/Los_Angeles,FranTech Solutions,FranTech Solutions,AS53667 FranTech Solutions
483,104.248.82.64,荷兰,North Holland,阿姆斯特丹,52.352,4.9392,success,Netherlands,NL,NH,North Holland,Amsterdam,1098,52.352,4.9392,Europe/Amsterdam,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
484,138.197.66.68,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
485,13.233.151.189,印度,马哈拉施特拉邦,孟买,19.0748,72.8856,success,India,IN,MH,Maharashtra,Mumbai,400001,19.076,72.8777,Asia/Kolkata,Amazon Technologies Inc.,AWS EC2 (ap-south-1),"AS16509 Amazon.com, Inc."
486,223.100.167.105,中国,辽宁,大连,38.9122,121.6022,success,China,CN,LN,Liaoning,Dalian,,38.9122,121.6022,Asia/Shanghai,China Mobile communications corporation,China Mobile,AS56044 China Mobile communications corporation
487,83.114.139.160,法国,Seine-Maritime,勒阿弗尔,49.4943,0.1018,success,France,FR,NOR,Normandy,Le Havre,76600,49.4943,0.1018,Europe/Paris,France Telecom,,AS3215 Orange S.A.
488,139.186.143.207,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
489,167.99.136.7,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
490,92.42.105.231,法国,Bas-Rhin,斯特拉斯堡,48.6025,7.7844,success,France,FR,GES,Grand Est,Strasbourg,67000,48.5855,7.7418,Europe/Paris,Host Europe GmbH,Saber Hosting,AS29066 Host Europe GmbH
491,104.236.93.241,美国,新泽西州,克利夫頓,40.8364,-74.1403,success,United States,US,NJ,New Jersey,Clifton,07014,40.8364,-74.1403,America/New_York,"DigitalOcean, LLC","Digital Ocean, Inc.","AS14061 DigitalOcean, LLC"
492,221.120.83.75,台湾,,,23.5,121.0,success,Taiwan,TW,,Taiwan,Taichung,,24.1632,120.675,Asia/Taipei,EMOME,Chunghwa Telecom Co. Ltd.,AS17421 Mobile Business Group
493,106.53.236.9,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
494,34.205.161.205,美国,弗吉尼亚州,Ashburn,39.0481,-77.4728,success,United States,US,VA,Virginia,Ashburn,20149,39.0438,-77.4874,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
495,185.126.34.108,德国,柏林,柏林,52.5155,13.4062,success,Germany,DE,BE,Land Berlin,Berlin,12529,52.5155,13.4059,Europe/Berlin,Des Capital B.V,Serverion,AS213035 Des Capital B.V.
496,211.252.87.118,韩国,Jeju-do,Seogwipo,33.2486,126.5628,success,South Korea,KR,41,Gyeonggi-do,Goyang-si,10461,37.661,126.8324,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
497,164.90.160.62,德国,Hesse,法兰克福,50.1188,8.6843,success,Germany,DE,HE,Hesse,Frankfurt am Main,60313,50.1188,8.6843,Europe/Berlin,"DigitalOcean, LLC","DigitalOcean, LLC","AS14061 DigitalOcean, LLC"
498,180.89.58.27,中国,,,34.7725,113.7266,success,China,CN,BJ,Beijing,Beijing,,39.9042,116.40700000000001,Asia/Shanghai,China Networks Inter-Exchange,"BeiJing Guoxin bilin Telecom Technology Co., Ltd",AS4847 China Networks Inter-Exchange
499,137.119.105.66,美国,北卡罗来纳州,Ferguson,36.1283,-81.3864,success,United States,US,NC,North Carolina,Purlear,28665,36.1961,-81.348,America/New_York,"Wilkes Communications, Inc.",NeoNova Network Services,"AS22191 Wilkes Communications, Inc."
500,42.192.48.55,中国,,,34.7725,113.7266,success,China,CN,GD,Guangdong,Shenzhen,,22.5431,114.05799999999999,Asia/Shanghai,Shenzhen Tencent Computer Systems Company Limited,"Tencent cloud computing (Beijing) Co., Ltd.",AS45090 Shenzhen Tencent Computer Systems Company Limited
501,128.199.90.73,新加坡,,,1.314,103.6839,success,Singapore,SG,,,Singapore,627753,1.32123,103.695,Asia/Singapore,"DigitalOcean, LLC",Digital Ocean,"AS14061 DigitalOcean, LLC"
502,88.152.28.72,德国,North Rhine-Westphalia,门兴格拉德巴赫,51.1309,6.4381,success,Germany,DE,NW,North Rhine-Westphalia,Mönchengladbach,41063,51.1997,6.4271,Europe/Berlin,Vodafone,Vodafone NRW GmbH,AS3209 Vodafone GmbH
503,188.141.12.51,爱尔兰,Leinster,都柏林,53.3331,-6.2489,success,Ireland,IE,L,Leinster,Dublin,D02,53.3382,-6.2591,Europe/Dublin,NTL Ireland,,AS6830 Liberty Global B.V.
